,Tweets,Level 1,Level 2
17527,Saari kyari mein hi paalak uga daali aap ne toh. #lockdowneffect,no emotion,Neutral
17526,Sirjee ye complete lockdown ki vajah se hai India me i believe. I really wish better for our Country but we can't say it right now. Don't you think?,no emotion,Neutral
17525,"th meeting in days. It the same case as me calling all my forgotten rishtedaars during the lockdown.. Kuch kaam hai nahin, phone call ka paisa lagta nahin hai, wele baithe hain to chalo phone kar lo.. #Covid9",no emotion,Neutral
17524,App hamara sath deen. Kiun k hum haaq k liye subh ka sath deen gy. Jo sahe hai usy sahe or ghalat ko ghalat boleen gy.. #SindhRejectsBogusDomiciles,no emotion,Neutral
17523,"Kia ye apni jaga awam or hakoomat ki aik kamyabi nahi hogi k sugar report public horahi hai? Agar report public hosakti ha to phir saza bhi hosakti hai,Agar Aleem khan NAIB harasat may rehsakty hai.JT naehal hoskty hai to phir mazid b +ve socha jasakta hai,NAB must b independant",no emotion,Neutral
17522,Tera kise Endian Mera cash and carry in UK job krta hai wo sub yahi bolte hai Endian media fake news deta hai,no emotion,Neutral
17521,"Sabki sath hogi brother, result aa jaye CIVIL ka bas",no emotion,Neutral
17520,"Task mila hai naa bhai, pehle kal ka Ola-Uber auntie ko aur fir Harsh Vardhan ko, jab Lockdown ke rules batane ka time aayega.",no emotion,Neutral
17519,Lockdown par to suspense hai abhi ... spoke nothing on that!,no emotion,Neutral
17518,Abhi inhnone sirf do teen treno ka data feed kar paya hai,no emotion,Neutral
17517,obviously kuch nahi hoga. the models would be forced to reconcile.,no emotion,Neutral
17516,Ye batao ki Lockdown mein Baal kahan katwaye bhai ...,no emotion,Neutral
17515,"Kya kre yahi sab to krne ko nhi mil raha hai unhe, Congress raaj mai sare aam krte the, ab chori chupe kr rahe hai",no emotion,Neutral
17514,Waise Hi jaise Us nepal wali ki thi Nepal wali Koun hai Pta hai,no emotion,Neutral
17513,KBC ki English terms or conditions mai ivr calling may see likhi hai jabki Hindi terms mai may se. Aap log public ko confuse kyo karte ho plz sahi news dene ki kripa kare,no emotion,Neutral
17512,Lockdown extend hone wala hai,no emotion,Neutral
17511,Metro start h Kya ???,no emotion,Neutral
17510,She use to do modelling assignments and if u remember her own clothes were limited after that she got clothes from outside source to jo aata tha wo pehenti thi.. MSK me bhi jo designer deta tha wo pehnti thi. Ab lockdown k baad pta chalega kya pehnegi baby tabahi machane k liye.,no emotion,Neutral
17509,Sorry kya krna chahiye,no emotion,Neutral
17508,Kya koi bata sakta hai mera form reject kyun hua or ab mujhe jya krna chahiye..?,no emotion,Neutral
17507,"Najam bhai ek tau ye do number fake news channel ke post par mujhay mention na kia karo. Also us din aur aaj mein faraq hai. Sindh govt* ne hamesha ke liye lockdown ki qasam nahi khai thi. Us din lockdown tha ab nahi, whats the Tazaad here?",no emotion,Neutral
17506,"Also, things change. Again, whats the point. Like IK said mein lockdown nahi karoonga ... lelz this",no emotion,Neutral
17505,"M bol kya raha hu aap samjh kya rahe ho,mene kaha s.korea m itna strict lockdown hua k logo ko ghar se bahar bhi nahi nikalne diya gya unko jo bhi chaiye unke ghr pe gov ne deliver kiya ..",no emotion,Neutral
17504,Or apko ek fact btaun. Hmary nokar ny pti ko vote dia ku k hmne kaha. Or mere chachu ny pmln. Un ki behs hui k pti ny kia kiya . Wo khud awazar or bolta hy paa g rul gy aan. Wo nokr aj sy char sal pehle bhikari tha hmne rakha to ab behtr life hy. Usne chota sa ghr b bna lia,no emotion,Neutral
17503,Charity bheek nai hoti. Or ek undeveloped country sy ap kia ecpect krty ho? K jo minister ay wo mulk ko salo main dubai bna dy? Bhai wkt lagta hy. Ek ghayr tarakiyafta mulk tb tk taraki nai krskta jb tk uska ghreeb apni soch na bdly,no emotion,Neutral
17502,Na news mai dikha rahe na area seal kar rahe apne logo ko bimar kaun karna chahta hai,no emotion,Neutral
17501,salin baag ki sherni leke to aai hai olad tune bhi asi he li hogi #Support_lockdown,no emotion,Neutral
17500,Ek kaam karo order lo he mat... Jab delivery nahi de pa rahe ho toh...order kyu liye bey lockdown main ?,no emotion,Neutral
17499,lockdown ka asar hai phir ..,no emotion,Neutral
17498,O BB lockdown ha kaha pee ? Srif or srif news and tweets ma kehny se Kia hota hy ??,no emotion,Neutral
17497,Shekhar bai main joth ni bolta Google main jaw sara jo hai yeh media kashmir newspapers Washington post newyak times ki pics gurdain wall street ki pics hai meri nai.main brain wash ni main haqeeqat bta raha hon tumain.tumain India ka media joth btata hai one sided reporting oski,no emotion,Neutral
17496,asea mat bol real love sidra news mai bhi a rhe hai,no emotion,Neutral
17495,news fake hoti hai,no emotion,Neutral
17494,Tou?? Achi bat hai na tum log q pareshan ho ....geo ko to bhana chaheiyen .,no emotion,Neutral
17493,sir aapka experience kaisa raha abhi tak lockdown main .,no emotion,Neutral
17492,Sir lockdown sy phly jo first year or second year ki admission dates chal rhi thi with fine ky sth or jin students ky admission lockdown ki wja sy ni ho sky unka kya ho gha????,no emotion,Neutral
17491,sir aik taraf ap keh rahe hai k exams are cancelled. is cheez mein confusion nhi koi ..but on the other hand hmare leading news channels bol rahe hain k paper hun ghe. can you plzz clear this confusion.,no emotion,Neutral
17490,Mr shafiq akhter kisi kay fake news upload karnay say app os ko bina tahkik kiy dubara upload nai kar saktay app city news channel ki aj ki :06 ki headline dakhyn or agar yakin ho jay kay yai fake hai tu plz is post ko delete kr dyn plzzzzzzz,no emotion,Neutral
17489,Bhai Jan Tasdeeq Ho Gai Hai Aj :06 PM pr asi koi news hi nai aii,no emotion,Neutral
17488,Peshawar BRT- DAM ka kia comparison?,no emotion,Neutral
17487,Ye lockdown se pehle ki pic hai,no emotion,Neutral
17486,Sir g please ap universities ke hawale se bhe awas uthane me hum students ke help krain ku ke hum iss critical situation me exams nai de skte please sir help us,no emotion,Neutral
17485,Mobile shop say mobile lenay gaya to shopkeeper kehta hay humaray pass days main itna kaam aaya hay k confirm ho gaya hay k Eid k baad pakka lockdown ho ga,no emotion,Neutral
17484,Abhi lockdown hai...police bahut maarti hai,no emotion,Neutral
17483,Aur kya chahiye,no emotion,Neutral
17482,Lagta hai aap news ko samjhe nahi,no emotion,Neutral
17481,It doesn't matter k koi kya bt krta hai.. Leave them they'll get what they deserve. IA,no emotion,Neutral
17480,"You live in delhi, atleast follow delhi police on twitter. They have already said yesterday that this is fake news. Subah hote hi kaam pe lag jaate ho yaar tum log.",no emotion,Neutral
17479,"Ab hame state by state dekhna hoga Kuch states se lockdown lift hoga Mha,Gujarat,delhi,tamil nadu, Me to nahi hatne wala lockdown Ye to pakka hai",no emotion,Neutral
17478,Lockdown khul jayega. Public apni safety krna sikhe. crore population hai kab tak lockdown me rhegi???,no emotion,Neutral
17477,"Dp par mask lga le, bache darr rahe hai.",no emotion,Neutral
17476,Suna hai..shor ko....HMO ne list se hata diya........? ..,no emotion,Neutral
17475,Yeh mjhe lockdown me kya hoga bro,no emotion,Neutral
17474,lockdown ki baat ho ri hai bro,no emotion,Neutral
17473,Lagta hai lockdown me jhut bolne ki traning complete ho gayi .. confused,no emotion,Neutral
17472,Assalam_O_Alaikum Sania Nishtar SB Apke khadimat me Araz hy k main ek gareeb family se talok rakhta hon.Main ek daharedar mazdoor hon. Lockdown ke wajah c Barogzar hon.,no emotion,Neutral
17471,Deleting your tweet won't solve any purpose...do one thing agar himmat hai to isko itna popular karde ki har news channel pe ye dikhe... News paper me chhapwa se isse...lekin tu ye kar nahi paaega..kyuki tu kamzor hai... Jaini kamzor nahi hote miya...tum kamzor ho,no emotion,Neutral
17470,Lockdown chal hai. Kuch din inhe bhi aram karne do sir.,no emotion,Neutral
17469,jis tarha UP mein school mein bacchon ko daal ka paani pilaaney ka news dikhaane per FIR hoti hai waise hi.....,no emotion,Neutral
17468,chithi ay hai bhut Dino ke baad gaddaro ki yaad court ko ay hai,no emotion,Neutral
17467,Being jobless No income No tax No buying power To kya local vocal kare Do u hv smthing for such peoples Who are waiting for their confirmation and co's are giving lame excuse of lockdown,no emotion,Neutral
17466,Yeh toh jail ki hawa khaye ga or sath mai tu b,no emotion,Neutral
17465,Ek picture dalo social media pr jisme aapke sath mahadev khde h hm bhi dekhe sach m khde h ya aapne jut bola h,no emotion,Neutral
17464,"Patra ji, try change d system, eliminate all dat need to b, reform constitution. yrs u hv not been able break d Babu system created by Congi. God forbid, if dey come backI can guarantee, they will do what Majid says. Likh ke le lo.",no emotion,Neutral
17463,Sir pura din pura din TV par aate ho. Aapki mammy dat ti nhi hai kya aapko,no emotion,Neutral
17462,Nehru ji aur Rajiv ji...to is lockdown ki ladaai mein hi nahi hain...ye cheeting hai,no emotion,Neutral
17461,Tu to dr. Tha? Kya fayda is time pe apne profession ko na samaj paaya.,no emotion,Neutral
17460,Dekna sir app k name Ka # tag trans Kar ne wale hai Kuch darpook log,no emotion,Neutral
17459,Debate ke liye paise Milte hai,no emotion,Neutral
17458,News sahi Hain Kya,no emotion,Neutral
17457,Sahi kaha aapne english medium ke nam par ye log ese hi logo ka brainwash karte hai,no emotion,Neutral
17456,Jb aap gumrah kreyngy to log zahiri si baat hai tarekh k awraq dekhyngy.,no emotion,Neutral
17455,Aap to eik baat p atkey hue hain. Na koi research ki just eik book prhi to aap es had tk agye k Muslaman tha ya nhi. Aap to eik agraiz ka hawala dey rahy ho jo apna mazhab thona chahtey thy phr Ertugrul un khely lara aur unki sazishoo ko nakam kiya. Kiya aap en s tawaqa kr skty h,no emotion,Neutral
17454,Kio ka mohtaram kuch news zaroori nahi ka news channel pa chalain to news hoti hain.Aik cheez ha telephonic contact samjh aya.Phr sunain telephonic contact.,no emotion,Neutral
17453,lockdown challa aur kya challa. XD,no emotion,Neutral
17452,Nahi Punjab me election hai Wahan CM bananaa hai,no emotion,Neutral
17451,Tu kya ye example maojuda hakomat ki tu nahi...?,no emotion,Neutral
17450,Waise tu tune bi raoe kiye honge..waha. tu bacha bacha karta hai.. #boislockeroom k bare main news dekhi hain humne...haha,no emotion,Neutral
17449,kiddo i am from quetta balochistan khuwab acha dekhty ho,no emotion,Neutral
17448,Aapki to salary aa rhi h time p aapko kya hi frk pdta lockdown se,no emotion,Neutral
17447,Wine shop ki bhi zarurat nahi hai wo bhi band karao waha bhi to jaa rahe hai log ...,no emotion,Neutral
17446,Rubika ji punjaab ke baare me bhi dikhao yaha to na koi sanitising ho rahi hai or naa hi testing,no emotion,Neutral
17445,Govt k ab haath kharhee ho gye h toh Godi Media vaalo se ek topic create krva rhe h..pehle kha the tum sb.,no emotion,Neutral
17444,"by the way, itna makeup lagaya hua hai ki insaan ki jagah gudiya lag rhi hain aap......",no emotion,Neutral
17443,"But kuch restrictions hona bhi zaruri hai jaise ki social distancing, compulsory mask lagana etc.",no emotion,Neutral
17442,Aur maadam naved sir kaise hai unko salaam kahaiyega mera,no emotion,Neutral
17441,Sir news8 pe ap kyun nhi jate apke do sbd sunna chata hai b,no emotion,Neutral
17440,Sir aap ABP par jayenge to phir news8 par kon jayega. Amish bhai ko salaam bhi to kehna hai,no emotion,Neutral
17439,Plz request hai Rawalpindi metro start Kara dain. Offices open hain but hum metro off ki Waja sa nahi ja PA raha plz is topic per kuch bolain,no emotion,Neutral
17438,"Lockdown hai chaman, Nai aa shakta...Tu kat k bhj jaldi",no emotion,Neutral
17437,News kam dekhkr bhai uska hi aser h ye ham sab samjhte h samjhna tmhe chahye..,no emotion,Neutral
17436,"Yeah, that was spoken by Kana commando. Humein toh bhai Inspector Hathi Ram ka hi Pasand aaya..",no emotion,Neutral
17435,Sir. Aaj shaam ki report NIL aayi kya Becoz these figures are of AM bulletin,no emotion,Neutral
17434,kr aou khul tu gya lockdown,no emotion,Neutral
17433,lockdown mein competition badh raha hai... logon ka talent bhar bhar ke nikal raha hai,no emotion,Neutral
17432,M kl yhi sochri ti rashmi ki news ni aari lo aagyi,no emotion,Neutral
17431,Say Lockdown Sharia ke khilaap hai,no emotion,Neutral
17430,Kya news hai. Koi to hi remake le kar shuru.,no emotion,Neutral
17429,year congress rahul sonia poverty ye sb bolna hai inhe iss topic pe,no emotion,Neutral
17428,Bhaiya faayda ho rha hai agar nhi hota lockdown toh America se bhi buri haalat hoti yahan,no emotion,Neutral
17427,Jin logon ne reply kiya sabhi ko follow kiya.... Ab aap logon se nhi kahnga.... Nhi dnge follow back to..... Samjh lijiye btana kya,no emotion,Neutral
17426,Ok to aap india me pakistan ki baat kar rahe hai. Koi baat nahi democracy hai.,no emotion,Neutral
17425,Na Bhai Tu CONVERTED PAKJABI h RANA to Hindu Surname h Tu MUSALMAN nahi h bhai,no emotion,Neutral
17424,Status of lockdown in india...sab kuch band b hai aur khula b.....,no emotion,Neutral
17423,Agreed.Hmari Qoum nay ihtiat braye naam he ki ha.lockdown b braey naam he rha ha.ALLAH ka fazl ha hm pr.wrna kaam hmara km he sahi hota ha,no emotion,Neutral
17422,Arrey supply chain issue hai due to lockdown,no emotion,Neutral
17421,Ha ha lockdown hai dekho,no emotion,Neutral
17420,Sir ye baat humare PM Sir ko bhi tag kar dete to hum gareeb ke liye bahut acha hota?,no emotion,Neutral
17419,Pahle India me badal lo sir. Duniya ki tension mat lo.,no emotion,Neutral
17418,"Hello, abi Tak aye nhe Suno ase batain nhe krta Agar kise bat ka na pata ho tu confirm krta hai pehla phir bat krta hai Fake news or Galt batain nhe krta Yah war koi you nhe jab Dil Kya start phir rakh dia Bacho wali batain nhe krta show big heart",no emotion,Neutral
17417,Sir ye to news sahi hai n??,no emotion,Neutral
17416,Kha phucha rha hai hmlog delhi me phse hua hai students hai abhi tk to kuch bhi nhi hua sb fack,no emotion,Neutral
17415,"Sabhi news channel pe is baat ko kahe, jaisa advertising hota hai,kyoki garib admi tweeter nahi chalata",no emotion,Neutral
17414,tickets book nhi ho rha hai,no emotion,Neutral
17413,Lets wait kya hai pitare mein... Lockdown ke baare mein kuch nahi bolenge abhi aisa mujhe lagta hai. Kyunki abhi states ki report aani baaki hai,no emotion,Neutral
17412,Finl decsn lay ly..bcz Hm PU waly latky howa hain....smj n ari kc b...,no emotion,Neutral
17411,"Ohh Alt news, isake to % article tum BJP walo ki fake news ke fect check hai, kuch or bhi dekhe ki nhi ya sirf yhi ek utha laye. Koi nhi hum de denge.",no emotion,Neutral
17410,"Ha hum kese Fake news baante, ias par to tum BJP walo ka copyright jo thahra. Hum to pyaar hi baant sakte hai. Par tum Nafrat na banato.",no emotion,Neutral
17409,"Sir mn Jo arz kr rha hon wo mahzrat k sath AP nahee smjhay. Humen Khushi h k aik acha content dikhaya ja rha hai. Kehna yeh chah RHA hon agar yhee content humara media khud bnaye chahay wo yehee ho ya Mehmood ghznvi, M.B.Qasim etc to kitna acha ho",no emotion,Neutral
17408,"Bilqul sehee kaha ap ne. Media aik power hai es Era mn, agar yhee power achi tarah use ki jaae to boht he behtr hojae ga. Adhay maslay to yhee paida kr k rkh deta hai. Khair umeed hai behtri hogi kbhi to. Humara or apka yehee farz bnta hai achay ki koshesh krna. Apna hisa daalna",no emotion,Neutral
17407,Ye toh bas half momo ke layak news hai,no emotion,Neutral
17406,Trillion mei ZERO nahi X lagta hai?,no emotion,Neutral
17405,lockdown ko band karo bhor dikkat ho rahi hai ab har bar lockdown extend he karte ho,no emotion,Neutral
17404,kya discuss kroge sir aa kr lockdown ko toh aap sbne tod mod kr rkh diya Aa kr kya satisfy kroge India ko extend krke b koi fyda ni sb kuch toh open h crowd acha khasa h roads pr toh aap toh relaxed ho,no emotion,Neutral
17403,"bhai ye bta ki lockdown hatega ya ni..economy,infrastructure hum sb dekhlnge bro..",no emotion,Neutral
17402,"Ye fake news hai,yaa sahi mai paise charge huwe hai,Sabarmati se Jaunpur tak kaa wahi purana kiraya nayi date par.",no emotion,Neutral
17401,yea fake news channel hai dont belive on this channel news,no emotion,Neutral
17400,Sir IRMS k recruitment ka kya hua ..Plz provide information..atleast examination pattern toh bta de taaki lockdown me preparation toh kr paaye hum students,no emotion,Neutral
17399,First clear the air regarding lockdown extension...kya fayda hum ticket kara ke ghar pahuch jaye aur idhar office khul jaye...,no emotion,Neutral
